,from_id,to_id,travel_time
1148,48060405,333,12.0
1149,48060406,95,12.0
1150,48060406,113,21.0
1151,48060406,145,20.0
1152,48060406,231,23.0
1153,48060406,333,18.0
1154,48060407,95,4.0
1155,48060407,113,25.0
1156,48060407,145,26.0
1157,48060407,231,25.0
1158,48060407,333,21.0
1159,48060408,258,3.0
1160,48060409,258,10.0
1161,48060410,258,23.0
1162,48060411,47,28.0
1163,48060411,98,23.0
1164,48060411,210,25.0
1165,48060411,212,26.0
1166,48060411,213,26.0
1167,48060411,281,28.0
1168,48060411,359,27.0
1169,48060414,82,31.0
1170,48060415,258,20.0
1171,48060416,258,13.0
1172,48060417,284,21.0
1173,48060418,284,14.0
1174,48060419,242,34.0
1175,48060419,264,31.0
1176,48060419,284,11.0
1177,48060420,242,36.0
1178,48060420,264,30.0
1179,48060420,284,9.0
1180,48060421,82,23.0
1181,48060421,284,21.0
1182,48060422,82,17.0
1183,48060422,284,19.0
1184,48060423,82,14.0
1185,48060424,82,14.0
1186,48060425,82,6.0
1187,48060426,82,2.0
1188,48060427,34,20.0
1189,48060427,82,15.0
1190,48060427,135,25.0
1191,48060427,172,25.0
1192,48060427,338,22.0
1193,48060428,34,16.0
1194,48060428,82,16.0
1195,48060428,135,22.0
1196,48060428,172,22.0
1197,48060428,338,20.0
1198,48060429,34,16.0
1199,48060429,135,24.0
1200,48060429,172,25.0
1201,48060429,338,20.0
1202,48060430,34,17.0
1203,48060430,135,20.0
1204,48060430,172,22.0
1205,48060430,338,11.0
1206,48060431,293,18.0
1207,48060431,338,19.0
1208,48060432,82,21.0
1209,48060432,338,24.0
1210,48060433,82,15.0
1211,48060433,338,26.0
1212,48060434,293,12.0
1213,48060434,338,25.0
1214,48060435,284,29.0
1215,48060435,293,19.0
1216,48060437,284,23.0
1217,48060437,293,18.0
1218,48060440,242,31.0
1219,48060440,264,17.0
1220,48060440,284,27.0
1221,48060440,293,20.0
1222,48060441,242,27.0
1223,48060441,264,11.0
1224,48060441,284,25.0
1225,48060441,293,22.0
1226,48060442,242,26.0
1227,48060442,264,16.0
1228,48060442,284,22.0
1229,48060442,293,23.0
1230,48060443,242,30.0
1231,48060443,264,26.0
1232,48060443,284,13.0
1233,48060444,35,21.0
1234,48060444,142,20.0
1235,48060444,156,26.0
1236,48060444,179,20.0
1237,48060444,293,21.0
1238,48060445,242,29.0
1239,48060445,264,20.0
1240,48060446,35,16.0
1241,48060446,108,23.0
1242,48060446,156,29.0
1243,48060446,237,30.0
1244,48060446,293,7.0
1245,48060450,108,9.0
1246,48060450,237,26.0
1247,48060450,338,19.0
1248,48060452,88,23.0
1249,48060452,108,14.0
1250,48060452,237,31.0
1251,48060452,251,34.0
1252,48060452,339,19.0
1253,48060453,88,10.0
1254,48060453,205,31.0
1255,48060453,339,7.0
1256,48060454,88,10.0
1257,48060454,205,24.0
1258,48060454,339,11.0
1259,48060455,34,12.0
1260,48060455,135,15.0
1261,48060455,172,11.0
1262,48060455,205,27.0
1263,48060455,338,18.0
1264,48060456,29,21.0
1265,48060456,242,24.0
1266,48060456,264,34.0
1267,48060456,284,22.0
1268,48060457,29,21.0
1269,48060457,47,19.0
1270,48060457,98,26.0
1271,48060457,210,20.0
1272,48060457,212,23.0
1273,48060457,213,23.0
1274,48060457,281,22.0
1275,48060457,359,23.0
1276,48060458,29,7.0
1277,48060458,47,13.0
1278,48060458,98,20.0
1279,48060458,210,14.0
1280,48060458,212,17.0
1281,48060458,213,17.0
1282,48060458,281,22.0
1283,48060458,359,11.0
1284,48060492,3,23.0
1285,48060492,115,22.0
1286,48060492,149,10.0
1287,48060492,202,36.0
1288,48060492,300,18.0
1289,48060493,3,19.0
1290,48060493,52,30.0
1291,48060493,115,28.0
1292,48060493,132,33.0
1293,48060493,133,33.0
1294,48060493,149,16.0
1295,48060493,170,27.0
1296,48060493,300,13.0
1297,48060493,351,33.0
1298,48060494,3,19.0
1299,48060494,132,26.0
1300,48060494,133,26.0
1301,48060494,170,21.0
1302,48060494,266,17.0
1303,48060494,300,6.0
1304,48060494,351,26.0
1305,48060494,356,33.0
1306,48060495,3,31.0
1307,48060495,52,17.0
1308,48060495,115,37.0
1309,48060495,132,38.0
1310,48060495,133,38.0
1311,48060495,149,29.0
1312,48060495,170,33.0
1313,48060495,300,18.0
1314,48060495,351,38.0
1315,48060496,3,30.0
1316,48060496,52,12.0
1317,48060496,115,32.0
1318,48060496,132,38.0
1319,48060496,133,38.0
1320,48060496,149,21.0
1321,48060496,170,32.0
1322,48060496,300,18.0
1323,48060496,351,38.0
1324,48060497,3,29.0
1325,48060497,52,5.0
1326,48060497,115,32.0
1327,48060497,132,37.0
1328,48060497,133,37.0
1329,48060497,149,25.0
1330,48060497,170,31.0
1331,48060497,300,16.0
1332,48060497,351,37.0
1333,48060498,3,31.0
1334,48060498,52,9.0
1335,48060498,115,32.0
1336,48060498,132,36.0
1337,48060498,133,36.0
1338,48060498,149,25.0
1339,48060498,170,36.0
1340,48060498,300,23.0
1341,48060498,351,36.0
1342,48060499,3,23.0
1343,48060499,51,37.0
1344,48060499,52,15.0
1345,48060499,132,28.0
1346,48060499,133,28.0
1347,48060499,170,24.0
1348,48060499,266,20.0
1349,48060499,300,9.0
1350,48060499,351,28.0
1351,48060500,52,16.0
1352,48060500,132,37.0
1353,48060500,133,37.0
1354,48060500,170,37.0
1355,48060500,351,37.0
1356,48060500,361,4.0
1357,48060501,52,24.0
1358,48060501,99,47.0
1359,48060501,361,14.0
1360,48060502,361,32.0
1361,48060505,3,28.0
1362,48060505,52,19.0
1363,48060505,115,23.0
1364,48060505,132,40.0
1365,48060505,133,40.0
1366,48060505,149,9.0
1367,48060505,170,36.0
1368,48060505,300,23.0
1369,48060505,351,40.0
1370,48060506,3,31.0
1371,48060506,52,19.0
1372,48060506,115,27.0
1373,48060506,132,42.0
1374,48060506,133,42.0
1375,48060506,149,13.0
1376,48060506,170,39.0
1377,48060506,300,25.0
1378,48060506,351,42.0
1379,48060508,187,29.0
1380,48060508,238,26.0
1381,48060508,265,29.0
1382,48060509,187,23.0
1383,48060509,238,14.0
1384,48060509,265,23.0
1385,48060510,60,24.0
1386,48060510,187,27.0
1387,48060510,238,12.0
1388,48060510,265,27.0
1389,48060511,60,24.0
1390,48060511,187,22.0
1391,48060511,238,12.0
1392,48060511,265,22.0
1393,48060512,60,20.0
1394,48060512,187,26.0
1395,48060512,238,8.0
1396,48060512,265,26.0
1397,48060513,120,48.0
1398,48060513,238,13.0
1399,48060514,60,17.0
1400,48060514,187,28.0
1401,48060514,238,7.0
1402,48060514,265,28.0
1403,48060516,60,19.0
1404,48060516,187,22.0
1405,48060516,238,7.0
1406,48060516,265,22.0
1407,48060518,60,14.0
1408,48060518,123,22.0
1409,48060518,238,17.0
1410,48060519,24,25.0
1411,48060519,60,34.0
1412,48060519,123,6.0
1413,48060519,137,21.0
1414,48060520,24,29.0
1415,48060520,60,35.0
1416,48060520,123,10.0
1417,48060520,137,25.0
1418,48060521,60,30.0
1419,48060521,123,12.0
1420,48060521,238,32.0
1421,48060522,123,21.0
1422,48060522,269,15.0
1423,48060522,294,15.0
1424,48060522,327,36.0
1425,48060523,123,18.0
1426,48060523,269,11.0
1427,48060523,294,11.0
1428,48060523,327,32.0
1429,48060524,123,20.0
1430,48060524,269,9.0
1431,48060524,294,9.0
1432,48060524,327,32.0
1433,48060525,123,22.0
1434,48060525,269,6.0
1435,48060525,294,6.0
1436,48060525,327,29.0
1437,48060526,123,25.0
1438,48060526,269,16.0
1439,48060526,294,16.0
1440,48060526,327,19.0
1441,48060527,58,15.0
1442,48060527,269,15.0
1443,48060527,294,15.0
1444,48060527,327,9.0
1445,48060528,58,25.0
1446,48060528,269,26.0
1447,48060528,294,26.0
1448,48060528,327,2.0
1449,48060529,58,18.0
1450,48060529,269,24.0
1451,48060529,294,24.0
1452,48060529,327,8.0
1453,48060530,58,22.0
1454,48060530,120,20.0
1455,48060530,192,27.0
1456,48060530,327,8.0
1457,48060531,58,21.0
1458,48060531,120,25.0
1459,48060531,192,23.0
1460,48060531,327,18.0
1461,48060532,30,28.0
1462,48060532,58,18.0
1463,48060532,192,20.0
1464,48060532,326,25.0
1465,48060533,58,20.0
1466,48060533,120,25.0
1467,48060533,192,22.0
1468,48060533,327,18.0
1469,48060534,30,27.0
1470,48060534,58,17.0
1471,48060534,192,19.0
1472,48060534,326,24.0
1473,48060535,58,15.0
1474,48060535,79,30.0
1475,48060535,192,26.0
1476,48060535,326,30.0
1477,48060535,327,18.0
1478,48060539,58,20.0
1479,48060539,66,24.0
1480,48060539,79,36.0
1481,48060539,269,27.0
1482,48060539,294,27.0
1483,48060539,327,32.0
1484,48060540,12,18.0
1485,48060540,64,18.0
1486,48060540,66,23.0
1487,48060540,79,35.0
1488,48060541,12,24.0
1489,48060541,64,24.0
1490,48060541,66,28.0
1491,48060541,79,37.0
1492,48060542,12,16.0
1493,48060542,64,16.0
1494,48060542,66,30.0
1495,48060542,79,33.0
1496,48060543,12,25.0
1497,48060543,64,25.0
1498,48060543,337,27.0
1499,48060544,66,29.0
1500,48060545,322,28.0
1501,48060546,12,26.0
1502,48060546,64,26.0
1503,48060546,337,22.0
1504,48060547,195,25.0
1505,48060547,322,24.0
1506,48060547,325,36.0
1507,48060547,337,27.0
1508,48060548,322,21.0
1509,48060549,322,11.0
1510,48060550,322,9.0
1511,48060551,322,23.0
1512,48060552,14,22.0
1513,48060552,57,22.0
1514,48060552,61,20.0
1515,48060552,70,21.0
1516,48060552,122,25.0
1517,48060552,164,16.0
1518,48060552,322,43.0
1519,48060553,14,14.0
1520,48060553,57,14.0
1521,48060553,61,17.0
1522,48060553,122,15.0
1523,48060553,164,17.0
1524,48060553,195,22.0
1525,48060553,322,24.0
1526,48060553,325,24.0
1527,48060553,331,22.0
1528,48060554,14,19.0
1529,48060554,57,19.0
1530,48060554,61,24.0
1531,48060554,122,17.0
1532,48060554,164,25.0
1533,48060554,195,21.0
1534,48060554,322,30.0
1535,48060554,325,20.0
1536,48060554,331,18.0
1537,48060555,14,9.0
1538,48060555,57,9.0
1539,48060555,61,14.0
1540,48060555,122,8.0
1541,48060555,164,16.0
1542,48060555,195,27.0
1543,48060555,322,26.0
1544,48060555,325,29.0
1545,48060555,331,16.0
1546,48060556,14,7.0
1547,48060556,23,26.0
1548,48060556,57,7.0
1549,48060556,61,12.0
1550,48060556,70,17.0
1551,48060556,122,6.0
1552,48060556,164,14.0
1553,48060556,175,36.0
1554,48060556,331,16.0
1555,48060557,14,4.0
1556,48060557,23,23.0
1557,48060557,57,4.0
1558,48060557,61,8.0
1559,48060557,70,16.0
1560,48060557,122,4.0
1561,48060557,164,11.0
1562,48060557,175,35.0
1563,48060557,331,17.0
1564,48060558,14,13.0
1565,48060558,23,20.0
1566,48060558,57,13.0
1567,48060558,61,18.0
1568,48060558,70,22.0
1569,48060558,122,10.0
1570,48060558,164,19.0
1571,48060558,175,31.0
1572,48060558,331,9.0
1573,48060559,14,11.0
1574,48060559,23,15.0
1575,48060559,57,11.0
1576,48060559,61,14.0
1577,48060559,70,23.0
1578,48060559,122,13.0
1579,48060559,164,17.0
1580,48060559,175,28.0
1581,48060559,331,9.0
1582,48060560,14,17.0
1583,48060560,23,10.0
1584,48060560,57,17.0
1585,48060560,61,15.0
1586,48060560,70,14.0
1587,48060560,122,19.0
1588,48060560,164,13.0
1589,48060560,175,28.0
1590,48060560,328,22.0
1591,48060561,14,24.0
1592,48060561,23,3.0
1593,48060561,57,24.0
1594,48060561,61,22.0
1595,48060561,122,23.0
1596,48060561,164,20.0
1597,48060561,175,23.0
1598,48060561,328,16.0
1599,48060561,331,17.0
1600,48060562,7,20.0
1601,48060562,23,27.0
1602,48060562,67,20.0
1603,48060562,175,13.0
1604,48060562,331,16.0
1605,48060563,14,16.0
1606,48060563,23,13.0
1607,48060563,57,16.0
1608,48060563,61,17.0
1609,48060563,70,14.0
1610,48060563,122,16.0
1611,48060563,164,16.0
1612,48060563,175,35.0
1613,48060563,328,18.0
1614,48060564,14,8.0
1615,48060564,23,18.0
1616,48060564,57,8.0
1617,48060564,61,6.0
1618,48060564,70,9.0
1619,48060564,122,11.0
1620,48060564,164,4.0
1621,48060564,175,33.0
1622,48060564,331,24.0
1623,48060565,14,15.0
1624,48060565,57,15.0
1625,48060565,61,16.0
1626,48060565,70,4.0
1627,48060565,122,15.0
1628,48060565,164,13.0
1629,48060565,193,41.0
1630,48060566,14,21.0
1631,48060566,57,21.0
1632,48060566,61,20.0
1633,48060566,70,8.0
1634,48060566,122,21.0
1635,48060566,164,17.0
1636,48060566,193,36.0
1637,48060567,19,38.0
1638,48060567,70,17.0
1639,48060567,193,35.0
1640,48060567,223,51.0
1641,48060568,70,27.0
1642,48060568,193,18.0
1643,48060569,193,9.0
1644,48060569,228,14.0
1645,48060570,19,10.0
1646,48060570,87,32.0
1647,48060570,169,18.0
1648,48060570,193,7.0
1649,48060570,207,24.0
1650,48060570,223,23.0
1651,48060570,228,14.0
1652,48060570,280,33.0
1653,48060570,348,32.0
1654,48060571,193,15.0
1655,48060571,228,7.0
1656,48060572,228,3.0
1657,48060572,280,29.0
1658,48060572,295,24.0
1659,48060572,334,21.0
1660,48060573,193,22.0
1661,48060573,228,7.0
1662,48060574,228,10.0
1663,48060574,280,24.0
1664,48060574,295,16.0
1665,48060574,334,13.0
1666,48060575,101,23.0
1667,48060575,228,13.0
1668,48060575,295,19.0
1669,48060575,334,15.0
1670,48060576,228,15.0
1671,48060576,280,25.0
1672,48060576,295,12.0
1673,48060576,334,8.0
1674,48060577,101,21.0
1675,48060577,228,19.0
1676,48060577,295,14.0
1677,48060577,334,10.0
1678,48060578,101,21.0
1679,48060578,228,21.0
1680,48060578,295,8.0
1681,48060578,334,4.0
1682,48060580,17,20.0
1683,48060580,85,20.0
1684,48060580,101,15.0
1685,48060580,102,21.0
1686,48060580,107,20.0
1687,48060580,118,23.0
1688,48060580,134,19.0
1689,48060580,153,21.0
1690,48060580,160,19.0
1691,48060580,162,26.0
1692,48060580,167,27.0
1693,48060580,183,20.0
1694,48060580,263,27.0
1695,48060580,295,10.0
1696,48060580,334,8.0
1697,48060580,341,21.0
1698,48060581,17,20.0
1699,48060581,85,20.0
1700,48060581,101,13.0
1701,48060581,102,21.0
1702,48060581,107,17.0
1703,48060581,118,23.0
1704,48060581,134,20.0
1705,48060581,153,21.0
1706,48060581,160,19.0
1707,48060581,162,26.0
1708,48060581,167,25.0
1709,48060581,183,21.0
1710,48060581,263,26.0
1711,48060581,295,10.0
1712,48060581,334,10.0
1713,48060581,341,21.0
1714,48060582,17,21.0
1715,48060582,85,21.0
1716,48060582,101,11.0
1717,48060582,102,21.0
1718,48060582,107,16.0
1719,48060582,118,23.0
1720,48060582,134,20.0
1721,48060582,153,22.0
1722,48060582,160,17.0
1723,48060582,162,26.0
1724,48060582,167,23.0
1725,48060582,183,20.0
1726,48060582,263,24.0
1727,48060582,295,12.0
1728,48060582,334,12.0
1729,48060582,341,22.0
1730,48060583,17,19.0
1731,48060583,85,19.0
1732,48060583,101,9.0
1733,48060583,102,19.0
1734,48060583,107,13.0
1735,48060583,118,21.0
1736,48060583,134,19.0
1737,48060583,153,20.0
1738,48060583,160,16.0
1739,48060583,162,24.0
1740,48060583,167,21.0
1741,48060583,183,18.0
1742,48060583,263,23.0
1743,48060583,295,14.0
1744,48060583,334,15.0
1745,48060583,341,20.0
1746,48060584,17,21.0
1747,48060584,85,21.0
1748,48060584,101,10.0
1749,48060584,102,20.0
1750,48060584,107,14.0
1751,48060584,118,23.0
1752,48060584,134,20.0
1753,48060584,153,22.0
1754,48060584,160,16.0
1755,48060584,162,26.0
1756,48060584,167,23.0
1757,48060584,183,20.0
1758,48060584,263,27.0
1759,48060584,295,16.0
1760,48060584,334,16.0
1761,48060584,341,22.0
1762,48060585,17,19.0
1763,48060585,85,18.0
1764,48060585,101,6.0
1765,48060585,102,18.0
1766,48060585,107,13.0
1767,48060585,118,21.0
1768,48060585,134,18.0
1769,48060585,153,20.0
1770,48060585,160,12.0
1771,48060585,162,25.0
1772,48060585,167,23.0
1773,48060585,183,18.0
1774,48060585,263,31.0
1775,48060585,295,17.0
1776,48060585,334,17.0
1777,48060585,341,19.0
1778,48060586,17,21.0
1779,48060586,85,20.0
1780,48060586,101,12.0
1781,48060586,102,21.0
1782,48060586,107,16.0
1783,48060586,118,24.0
1784,48060586,134,20.0
1785,48060586,153,22.0
1786,48060586,160,17.0
1787,48060586,162,27.0
1788,48060586,167,25.0
1789,48060586,183,21.0
1790,48060586,263,30.0
1791,48060586,295,13.0
1792,48060586,334,12.0
1793,48060586,341,21.0
1794,48060587,17,19.0
1795,48060587,85,18.0
1796,48060587,101,9.0
1797,48060587,102,19.0
1798,48060587,107,18.0
1799,48060587,118,22.0
1800,48060587,134,18.0
1801,48060587,153,20.0
1802,48060587,160,14.0
1803,48060587,162,25.0
1804,48060587,167,26.0
1805,48060587,183,20.0
1806,48060587,263,33.0
1807,48060587,295,18.0
1808,48060587,334,16.0
1809,48060587,341,19.0
1810,48060590,101,22.0
1811,48060590,228,19.0
1812,48060590,295,21.0
1813,48060590,334,18.0
1814,48060593,4,35.0
1815,48060593,17,18.0
1816,48060593,101,14.0
1817,48060593,102,17.0
1818,48060593,118,21.0
1819,48060593,138,26.0
1820,48060593,155,26.0
1821,48060593,160,12.0
1822,48060593,162,23.0
1823,48060593,167,26.0
1824,48060593,316,26.0
1825,48060595,4,31.0
1826,48060595,17,17.0
1827,48060595,101,16.0
1828,48060595,102,11.0
1829,48060595,118,13.0
1830,48060595,138,22.0
1831,48060595,155,22.0
1832,48060595,160,4.0
1833,48060595,162,18.0
1834,48060595,167,21.0
1835,48060595,316,24.0
1836,48060596,17,17.0
1837,48060596,32,20.0
1838,48060596,85,17.0
1839,48060596,101,16.0
1840,48060596,102,8.0
1841,48060596,107,23.0
1842,48060596,110,23.0
1843,48060596,118,10.0
1844,48060596,125,26.0
1845,48060596,134,17.0
1846,48060596,153,19.0
1847,48060596,160,3.0
1848,48060596,162,15.0
1849,48060596,165,28.0
1850,48060596,167,17.0
1851,48060596,173,26.0
1852,48060596,174,21.0
1853,48060596,176,22.0
1854,48060596,177,20.0
1855,48060596,183,19.0
1856,48060596,220,20.0
1857,48060596,263,33.0
1858,48060596,341,18.0
1859,48060597,17,15.0
1860,48060597,32,18.0
1861,48060597,85,16.0
1862,48060597,101,13.0
1863,48060597,102,4.0
1864,48060597,107,22.0
1865,48060597,110,23.0
1866,48060597,118,7.0
1867,48060597,125,25.0
1868,48060597,134,16.0
1869,48060597,153,18.0
1870,48060597,160,1.0
1871,48060597,162,12.0
1872,48060597,165,27.0
1873,48060597,167,15.0
1874,48060597,173,25.0
1875,48060597,174,18.0
1876,48060597,176,19.0
1877,48060597,177,20.0
1878,48060597,183,17.0
1879,48060597,220,19.0
1880,48060597,263,32.0
1881,48060597,341,17.0
1882,48060598,17,17.0
1883,48060598,32,17.0
1884,48060598,85,19.0
1885,48060598,101,16.0
1886,48060598,102,5.0
1887,48060598,107,23.0
1888,48060598,110,24.0
1889,48060598,118,4.0
1890,48060598,125,23.0
1891,48060598,134,19.0
1892,48060598,153,21.0
1893,48060598,160,4.0
1894,48060598,162,10.0
1895,48060598,165,25.0
1896,48060598,167,12.0
1897,48060598,173,23.0
1898,48060598,174,15.0
1899,48060598,176,16.0
1900,48060598,177,18.0
1901,48060598,183,20.0
1902,48060598,220,18.0
1903,48060598,263,32.0
1904,48060598,341,20.0
1905,48060599,17,20.0
1906,48060599,32,19.0
1907,48060599,85,20.0
1908,48060599,101,18.0
1909,48060599,102,8.0
1910,48060599,107,25.0
1911,48060599,110,25.0
1912,48060599,118,7.0
1913,48060599,125,25.0
1914,48060599,134,20.0
1915,48060599,153,22.0
1916,48060599,160,6.0
1917,48060599,162,12.0
1918,48060599,165,27.0
1919,48060599,167,15.0
1920,48060599,173,26.0
1921,48060599,174,18.0
1922,48060599,176,19.0
1923,48060599,177,20.0
1924,48060599,183,22.0
1925,48060599,220,20.0
1926,48060599,263,34.0
1927,48060599,341,21.0
1928,48060600,17,19.0
1929,48060600,32,15.0
1930,48060600,85,21.0
1931,48060600,101,21.0
1932,48060600,102,9.0
1933,48060600,107,25.0
1934,48060600,110,24.0
1935,48060600,118,6.0
1936,48060600,125,21.0
1937,48060600,134,21.0
1938,48060600,153,23.0
1939,48060600,160,8.0
1940,48060600,162,9.0
1941,48060600,165,23.0
1942,48060600,167,14.0
1943,48060600,173,23.0
1944,48060600,174,14.0
1945,48060600,176,16.0
1946,48060600,177,17.0
1947,48060600,183,22.0
1948,48060600,220,19.0
1949,48060600,263,33.0
1950,48060600,341,21.0
1951,48060601,4,25.0
1952,48060601,17,20.0
1953,48060601,101,22.0
1954,48060601,102,11.0
1955,48060601,118,8.0
1956,48060601,138,16.0
1957,48060601,155,16.0
1958,48060601,160,10.0
1959,48060601,162,13.0
1960,48060601,167,15.0
1961,48060601,316,18.0
1962,48060602,4,25.0
1963,48060602,15,17.0
1964,48060602,17,23.0
1965,48060602,32,16.0
1966,48060602,102,14.0
1967,48060602,118,10.0
1968,48060602,138,16.0
1969,48060602,155,16.0
1970,48060602,160,14.0
1971,48060602,162,10.0
1972,48060602,167,15.0
1973,48060602,174,12.0
1974,48060602,176,18.0
1975,48060602,177,17.0
1976,48060602,316,15.0
1977,48060602,340,28.0
1978,48060603,4,25.0
1979,48060603,15,15.0
1980,48060603,17,22.0
1981,48060603,32,15.0
1982,48060603,102,13.0
1983,48060603,118,9.0
1984,48060603,138,16.0
1985,48060603,155,16.0
1986,48060603,160,12.0
1987,48060603,162,9.0
1988,48060603,167,14.0
1989,48060603,174,11.0
1990,48060603,176,16.0
1991,48060603,177,17.0
1992,48060603,316,18.0
1993,48060603,340,27.0
1994,48060604,4,28.0
1995,48060604,15,15.0
1996,48060604,17,25.0
1997,48060604,32,18.0
1998,48060604,102,16.0
1999,48060604,118,12.0
2000,48060604,138,19.0
2001,48060604,155,19.0
2002,48060604,160,16.0
2003,48060604,162,9.0
2004,48060604,167,17.0
2005,48060604,174,11.0
2006,48060604,176,17.0
2007,48060604,177,19.0
2008,48060604,316,18.0
2009,48060604,340,27.0
2010,48060605,4,29.0
2011,48060605,15,9.0
2012,48060605,17,21.0
2013,48060605,32,16.0
2014,48060605,102,13.0
2015,48060605,118,9.0
2016,48060605,138,20.0
2017,48060605,155,20.0
2018,48060605,160,15.0
2019,48060605,162,5.0
2020,48060605,167,14.0
2021,48060605,174,5.0
2022,48060605,176,13.0
2023,48060605,177,13.0
2024,48060605,316,20.0
2025,48060605,340,21.0
2026,48060606,15,8.0
2027,48060606,17,18.0
2028,48060606,22,16.0
2029,48060606,32,13.0
2030,48060606,80,17.0
2031,48060606,86,19.0
2032,48060606,102,13.0
2033,48060606,110,21.0
2034,48060606,118,10.0
2035,48060606,125,19.0
2036,48060606,144,26.0
2037,48060606,159,21.0
2038,48060606,160,19.0
2039,48060606,162,5.0
2040,48060606,165,22.0
2041,48060606,167,10.0
2042,48060606,168,28.0
2043,48060606,173,22.0
2044,48060606,174,5.0
2045,48060606,176,12.0
2046,48060606,177,9.0
2047,48060606,220,16.0
2048,48060606,340,20.0
2049,48060607,15,5.0
2050,48060607,22,16.0
2051,48060607,32,22.0
2052,48060607,148,24.0
2053,48060607,159,23.0
2054,48060607,174,5.0
2055,48060607,176,23.0
2056,48060607,177,19.0
2057,48060607,291,22.0
2058,48060607,340,16.0
2059,48060610,4,21.0
2060,48060610,138,10.0
2061,48060610,155,10.0
2062,48060610,316,8.0
2063,48060611,4,17.0
2064,48060611,138,5.0
2065,48060611,155,5.0
2066,48060611,316,7.0
2067,48060612,4,17.0
2068,48060612,138,5.0
2069,48060612,155,5.0
2070,48060612,316,11.0
2071,48060613,4,14.0
2072,48060613,138,4.0
2073,48060613,155,4.0
2074,48060613,316,7.0
2075,48060614,4,3.0
2076,48060614,138,10.0
2077,48060614,155,10.0
2078,48060614,316,19.0
2079,48060615,4,12.0
2080,48060615,138,15.0
2081,48060615,155,15.0
2082,48060615,316,23.0
2083,48060615,328,22.0
2084,48060616,4,20.0
2085,48060616,138,10.0
2086,48060616,155,10.0
2087,48060616,316,18.0
2088,48060617,4,20.0
2089,48060617,138,15.0
2090,48060617,155,15.0
2091,48060617,316,20.0
2092,48060618,4,33.0
2093,48060618,138,25.0
2094,48060618,155,25.0
2095,48060618,316,30.0
2096,48060619,193,21.0
2097,48060619,228,11.0
2098,48060620,70,18.0
2099,48060620,193,26.0
2100,48060621,4,27.0
2101,48060621,138,17.0
2102,48060621,155,17.0
2103,48060621,316,22.0
2104,48060621,328,29.0
2105,48060623,4,18.0
2106,48060623,138,8.0
2107,48060623,155,8.0
2108,48060623,316,4.0
2109,48060624,4,23.0
2110,48060624,17,26.0
2111,48060624,101,27.0
2112,48060624,102,17.0
2113,48060624,118,15.0
2114,48060624,138,14.0
2115,48060624,155,14.0
2116,48060624,160,17.0
2117,48060624,162,15.0
2118,48060624,167,19.0
2119,48060624,316,12.0
2120,48060627,4,17.0
2121,48060627,138,19.0
2122,48060627,155,19.0
2123,48060627,316,22.0
2124,48060627,328,18.0
2125,48060628,4,29.0
2126,48060628,138,26.0
2127,48060628,155,26.0
2128,48060628,316,29.0
2129,48060628,328,27.0
2130,48060629,4,19.0
2131,48060629,138,22.0
2132,48060629,155,22.0
2133,48060629,316,31.0
2134,48060629,328,10.0
2135,48060630,311,36.0
2136,48060631,15,30.0
2137,48060631,148,28.0
2138,48060631,291,26.0
2139,48060631,311,23.0
2140,48060631,340,19.0
2141,48060632,15,27.0
2142,48060632,22,24.0
2143,48060632,124,37.0
2144,48060632,148,22.0
2145,48060632,159,27.0
2146,48060632,221,22.0
2147,48060632,291,20.0
2148,48060632,340,19.0
2149,48060632,343,13.0
2150,48060632,347,40.0
2151,48060633,15,25.0
2152,48060633,22,24.0
2153,48060633,124,37.0
2154,48060633,148,20.0
2155,48060633,159,27.0
2156,48060633,221,22.0
2157,48060633,291,18.0
2158,48060633,340,17.0
2159,48060633,343,13.0
2160,48060633,347,40.0
2161,48060636,15,17.0
2162,48060636,22,9.0
2163,48060636,32,17.0
2164,48060636,62,28.0
2165,48060636,80,21.0
2166,48060636,86,22.0
2167,48060636,124,22.0
2168,48060636,144,26.0
2169,48060636,148,12.0
2170,48060636,159,5.0
2171,48060636,168,36.0
2172,48060636,174,22.0
2173,48060636,176,28.0
2174,48060636,177,14.0
2175,48060636,291,11.0
2176,48060636,310,22.0
2177,48060636,340,15.0
2178,48060636,347,25.0
2179,48060637,15,23.0
2180,48060637,22,13.0
2181,48060637,32,20.0
2182,48060637,62,26.0
2183,48060637,80,24.0
2184,48060637,86,23.0
2185,48060637,124,20.0
2186,48060637,144,22.0
2187,48060637,148,15.0
2188,48060637,159,5.0
2189,48060637,168,39.0
2190,48060637,174,27.0
2191,48060637,176,32.0
2192,48060637,177,18.0
2193,48060637,291,14.0
2194,48060637,310,18.0
2195,48060637,340,22.0
2196,48060637,347,24.0
2197,48060638,15,14.0
2198,48060638,22,3.0
2199,48060638,32,13.0
2200,48060638,62,20.0
2201,48060638,80,16.0
2202,48060638,86,16.0
2203,48060638,124,15.0
2204,48060638,144,20.0
2205,48060638,148,17.0
2206,48060638,159,8.0
2207,48060638,168,31.0
2208,48060638,174,18.0
2209,48060638,176,23.0
2210,48060638,177,9.0
2211,48060638,291,16.0
2212,48060638,310,16.0
2213,48060638,340,18.0
2214,48060638,347,18.0
2215,48060639,15,10.0
2216,48060639,17,18.0
2217,48060639,22,8.0
2218,48060639,32,13.0
2219,48060639,80,17.0
2220,48060639,86,16.0
2221,48060639,102,21.0
2222,48060639,110,22.0
