48062006,4,74.0
48062008,0,75.0
48062008,1,41.0
48062008,2,95.0
48062008,3,91.0
48062008,4,72.0
48062009,0,72.0
48062009,1,38.0
48062009,2,91.0
48062009,3,88.0
48062009,4,69.0
48062010,0,70.0
48062010,1,37.0
48062010,2,90.0
48062010,3,86.0
48062010,4,68.0
48062011,0,72.0
48062011,1,34.0
48062011,2,89.0
48062011,3,85.0
48062011,4,68.0
48062026,0,89.0
48062026,1,53.0
48062026,2,90.0
48062026,3,79.0
48062026,4,68.0
48062027,0,88.0
48062027,1,50.0
48062027,2,90.0
48062027,3,80.0
48062027,4,68.0
48062028,0,89.0
48062028,1,50.0
48062028,2,91.0
48062028,3,80.0
48062028,4,68.0
48062029,0,83.0
48062029,1,48.0
48062029,2,84.0
48062029,3,73.0
48062029,4,62.0
48062030,0,80.0
48062030,1,48.0
48062030,2,83.0
48062030,3,73.0
48062030,4,61.0
48062031,0,85.0
48062031,1,52.0
48062031,2,86.0
48062031,3,76.0
48062031,4,64.0
48062067,0,84.0
48062067,1,78.0
48062067,2,57.0
48062067,3,56.0
48062067,4,66.0
48062068,0,80.0
48062068,1,74.0
48062068,2,53.0
48062068,3,51.0
48062068,4,62.0
48062069,0,78.0
48062069,1,72.0
48062069,2,51.0
48062069,3,49.0
48062069,4,60.0
48062070,0,79.0
48062070,1,72.0
48062070,2,51.0
48062070,3,50.0
48062070,4,60.0
48062071,0,72.0
48062071,1,65.0
48062071,2,43.0
48062071,3,43.0
48062071,4,53.0
48062072,0,74.0
48062072,1,67.0
48062072,2,46.0
48062072,3,45.0
48062072,4,55.0
48062074,0,94.0
48062074,1,89.0
48062074,2,68.0
48062074,3,67.0
48062074,4,76.0
48062076,0,96.0
48062076,1,90.0
48062076,2,70.0
48062076,3,69.0
48062076,4,78.0
48062077,0,90.0
48062077,1,85.0
48062077,2,64.0
48062077,3,63.0
48062077,4,72.0
48062078,0,96.0
48062078,1,90.0
48062078,2,70.0
48062078,3,69.0
48062078,4,78.0
48062080,0,86.0
48062080,1,80.0
48062080,2,60.0
48062080,3,59.0
48062080,4,68.0
48062119,0,53.0
48062119,1,48.0
48062119,2,65.0
48062119,3,98.0
48062119,4,41.0
48062120,0,53.0
48062120,1,49.0
48062120,2,66.0
48062120,3,98.0
48062120,4,42.0
48062121,0,63.0
48062121,1,53.0
48062121,2,76.0
48062121,3,108.0
48062121,4,52.0
48062122,0,63.0
48062122,1,52.0
48062122,2,75.0
48062122,3,108.0
48062122,4,53.0
48062123,0,60.0
48062123,1,55.0
48062123,2,72.0
48062123,3,104.0
48062123,4,49.0
48062124,0,54.0
48062124,1,51.0
48062124,2,66.0
48062124,3,99.0
48062124,4,42.0
48062125,0,52.0
48062125,1,48.0
48062125,2,64.0
48062125,3,97.0
48062125,4,40.0
48062126,0,36.0
48062126,1,51.0
48062126,2,36.0
48062126,3,96.0
48062126,4,35.0
48062127,0,41.0
48062127,1,56.0
48062127,2,41.0
48062127,3,101.0
48062127,4,39.0
48062128,0,44.0
48062128,1,60.0
48062128,2,36.0
48062128,3,101.0
48062128,4,39.0
48062130,0,35.0
48062130,1,57.0
48062130,2,29.0
48062130,3,96.0
48062130,4,34.0
48062131,0,35.0
48062131,1,53.0
48062131,2,32.0
48062131,3,96.0
48062131,4,35.0
48062134,0,61.0
48062134,1,56.0
48062134,2,24.0
48062134,3,66.0
48062134,4,40.0
48062135,0,71.0
48062135,1,65.0
48062135,2,34.0
48062135,3,74.0
48062135,4,50.0
48062136,0,70.0
48062136,1,65.0
48062136,2,34.0
48062136,3,74.0
48062136,4,50.0
48062138,0,88.0
48062138,1,82.0
48062138,2,62.0
48062138,3,61.0
48062138,4,70.0
48062139,0,85.0
48062139,1,79.0
48062139,2,59.0
48062139,3,58.0
48062139,4,67.0
48062140,0,89.0
48062140,1,83.0
48062140,2,63.0
48062140,3,62.0
48062140,4,71.0
48062141,0,95.0
48062141,1,89.0
48062141,2,67.0
48062141,3,72.0
48062141,4,76.0
48062142,0,92.0
48062142,1,86.0
48062142,2,65.0
48062142,3,74.0
48062142,4,74.0
48062143,0,91.0
48062143,1,85.0
48062143,2,64.0
48062143,3,72.0
48062143,4,73.0
48062144,0,88.0
48062144,1,81.0
48062144,2,61.0
48062144,3,73.0
48062144,4,69.0
48062145,0,87.0
48062145,1,80.0
48062145,2,59.0
48062145,3,69.0
48062145,4,68.0
48062146,0,91.0
48062146,1,83.0
48062146,2,62.0
48062146,3,68.0
48062146,4,71.0
48062147,0,88.0
48062147,1,81.0
48062147,2,61.0
48062147,3,61.0
48062147,4,69.0
48062148,0,93.0
48062148,1,86.0
48062148,2,65.0
48062148,3,65.0
48062148,4,73.0
48062149,0,93.0
48062149,1,87.0
48062149,2,66.0
48062149,3,66.0
48062149,4,74.0
48062150,0,86.0
48062150,1,80.0
48062150,2,60.0
48062150,3,59.0
48062150,4,68.0
48062151,0,35.0
48062151,1,38.0
48062151,2,39.0
48062151,3,83.0
48062151,4,22.0
48062152,0,34.0
48062152,1,37.0
48062152,2,40.0
48062152,3,82.0
48062152,4,21.0
48062153,0,35.0
48062153,1,38.0
48062153,2,42.0
48062153,3,82.0
48062153,4,20.0
48062154,0,85.0
48062154,1,79.0
48062154,2,54.0
48062154,3,53.0
48062154,4,67.0
48062155,0,82.0
48062155,1,75.0
48062155,2,56.0
48062155,3,49.0
48062155,4,63.0
48062156,0,102.0
48062156,1,98.0
48062156,2,65.0
48062156,3,82.0
48062156,4,84.0
48062157,0,98.0
48062157,1,95.0
48062157,2,59.0
48062157,3,88.0
48062157,4,82.0
48062158,0,84.0
48062158,1,46.0
48062158,2,93.0
48062158,3,109.0
48062158,4,71.0
48062159,0,75.0
48062159,1,37.0
48062159,2,84.0
48062159,3,94.0
48062159,4,62.0
48062160,0,74.0
48062160,1,36.0
48062160,2,83.0
48062160,3,92.0
48062160,4,61.0
48062161,0,76.0
48062161,1,39.0
48062161,2,85.0
48062161,3,93.0
48062161,4,63.0
48062162,0,43.0
48062162,1,63.0
48062162,2,31.0
48062162,3,98.0
48062162,4,40.0
48062163,0,47.0
48062163,1,61.0
48062163,2,33.0
48062163,3,98.0
48062163,4,37.0
48062164,0,49.0
48062164,1,65.0
48062164,2,32.0
48062164,3,98.0
48062164,4,42.0
48062165,0,54.0
48062165,1,89.0
48062165,2,79.0
48062165,3,
48062165,4,70.0
48062167,0,80.0
48062167,1,92.0
48062167,2,91.0
48062167,3,
48062167,4,76.0
48062168,0,70.0
48062168,1,82.0
48062168,2,81.0
48062168,3,
48062168,4,67.0
48062169,0,68.0
48062169,1,79.0
48062169,2,79.0
48062169,3,
48062169,4,64.0
48062175,0,60.0
48062175,1,83.0
48062175,2,86.0
48062175,3,
48062175,4,64.0
48062176,0,57.0
48062176,1,80.0
48062176,2,83.0
48062176,3,119.0
48062176,4,61.0
48062177,0,60.0
48062177,1,84.0
48062177,2,88.0
48062177,3,
48062177,4,66.0
48062178,0,86.0
48062178,1,117.0
48062178,2,117.0
48062178,3,
48062178,4,102.0
48062180,0,81.0
48062180,1,115.0
48062180,2,111.0
48062180,3,
48062180,4,98.0
48062182,0,75.0
48062182,1,108.0
48062182,2,104.0
48062182,3,
48062182,4,92.0
48062183,0,73.0
48062183,1,107.0
48062183,2,101.0
48062183,3,
48062183,4,90.0
48062184,0,67.0
48062184,1,87.0
48062184,2,92.0
48062184,3,
48062184,4,70.0
48062185,0,60.0
48062185,1,83.0
48062185,2,87.0
48062185,3,
48062185,4,65.0
48062186,0,67.0
48062186,1,89.0
48062186,2,94.0
48062186,3,
48062186,4,72.0
48062187,0,88.0
48062187,1,80.0
48062187,2,60.0
48062187,3,65.0
48062187,4,69.0
48062188,0,83.0
48062188,1,77.0
48062188,2,55.0
48062188,3,64.0
48062188,4,65.0
48062189,0,85.0
48062189,1,80.0
48062189,2,58.0
48062189,3,61.0
48062189,4,68.0
48062190,0,86.0
48062190,1,79.0
48062190,2,59.0
48062190,3,59.0
48062190,4,67.0
48062191,0,97.0
48062191,1,93.0
48062191,2,73.0
48062191,3,60.0
48062191,4,80.0
48062192,0,95.0
48062192,1,91.0
48062192,2,70.0
48062192,3,55.0
48062192,4,78.0
48062193,0,93.0
48062193,1,89.0
48062193,2,69.0
48062193,3,51.0
48062193,4,76.0
48062196,0,103.0
48062196,1,95.0
48062196,2,75.0
48062196,3,68.0
48062196,4,83.0
48062197,0,103.0
48062197,1,95.0
48062197,2,74.0
48062197,3,68.0
48062197,4,84.0
48062198,0,98.0
48062198,1,90.0
48062198,2,68.0
48062198,3,66.0
48062198,4,79.0
48062199,0,92.0
48062199,1,84.0
48062199,2,63.0
48062199,3,60.0
48062199,4,73.0
48062201,0,63.0
48062201,1,83.0
48062201,2,89.0
48062201,3,
48062201,4,68.0
48062202,0,61.0
48062202,1,83.0
48062202,2,87.0
48062202,3,
48062202,4,65.0
48062203,0,64.0
48062203,1,86.0
48062203,2,90.0
48062203,3,
48062203,4,68.0
48062204,0,63.0
48062204,1,85.0
48062204,2,89.0
48062204,3,
48062204,4,68.0
48062205,0,65.0
48062205,1,77.0
48062205,2,86.0
48062205,3,
48062205,4,67.0
48062206,0,69.0
48062206,1,76.0
48062206,2,83.0
48062206,3,
48062206,4,65.0
48062207,0,77.0
48062207,1,84.0
48062207,2,93.0
48062207,3,
48062207,4,74.0
48062208,0,68.0
48062208,1,95.0
48062208,2,97.0
48062208,3,
48062208,4,82.0
48062209,0,57.0
48062209,1,80.0
48062209,2,83.0
48062209,3,119.0
48062209,4,61.0
48062210,0,66.0
48062210,1,88.0
48062210,2,90.0
48062210,3,
48062210,4,69.0
48062211,0,57.0
48062211,1,79.0
48062211,2,81.0
48062211,3,119.0
48062211,4,60.0
48062212,0,39.0
48062212,1,59.0
48062212,2,62.0
48062212,3,99.0
48062212,4,41.0
48062213,0,85.0
48062213,1,68.0
48062213,2,60.0
48062213,3,55.0
48062213,4,63.0
48062214,0,81.0
48062214,1,73.0
48062214,2,53.0
48062214,3,54.0
48062214,4,62.0
48062215,0,62.0
48062215,1,84.0
48062215,2,87.0
48062215,3,
48062215,4,66.0
48062216,0,65.0
48062216,1,86.0
48062216,2,90.0
48062216,3,
48062216,4,69.0
48062217,0,91.0
48062217,1,83.0
48062217,2,63.0
48062217,3,76.0
48062217,4,70.0
48062218,0,93.0
48062218,1,85.0
48062218,2,65.0
48062218,3,78.0
48062218,4,73.0
48062219,0,98.0
48062219,1,93.0
48062219,2,73.0
48062219,3,54.0
48062219,4,80.0
48062220,0,100.0
48062220,1,95.0
48062220,2,74.0
48062220,3,56.0
48062220,4,82.0
48062221,0,73.0
48062221,1,75.0
48062221,2,91.0
48062221,3,
48062221,4,67.0
48062222,0,71.0
48062222,1,71.0
48062222,2,87.0
48062222,3,119.0
48062222,4,63.0
48062224,0,80.0
48062224,1,79.0
48062224,2,95.0
48062224,3,
48062224,4,72.0
48062225,0,83.0
48062225,1,81.0
48062225,2,98.0
48062225,3,
48062225,4,75.0
